1,10000,11.212358229607343
2,20000,38.54154947309494
3,30000,55.68894713802337
4,40000,59.52710686416626
5,50000,58.689913123703
6,60000,57.35697961635589
7,70000,55.94225612831116
8,80000,55.017394863700865
9,90000,54.284465714263916
10,100000,53.677621033477784
11,110000,53.80350102710724
12,120000,53.02601492900848
13,130000,53.80212983760834
14,140000,53.7262480802536
15,150000,53.411686091995236
16,160000,53.25856656551361
17,170000,52.95582962646484
18,180000,52.58982772483826
19,190000,51.76185423488617
20,200000,53.233285031700134
21,210000,51.81789514217377
22,220000,51.14981913127899
23,230000,52.1169002412796
24,240000,51.70113785076141
25,250000,50.65265424461365
26,260000,51.291838321876526
27,270000,53.211291864013674
28,280000,52.248351630783084
29,290000,51.69790344543457
30,300000,53.0458605676651
31,310000,53.527432654762265
32,320000,52.83845245285034
33,330000,52.56014362735748
34,340000,53.37001146812439
35,350000,53.62429059619904
36,360000,51.79968802585602
37,370000,52.13630353527069
38,380000,53.760229657554625
39,390000,52.22199638290405
40,400000,52.866350374031065
41,410000,51.8531141248703
42,420000,52.7441556558609
43,430000,52.364002011871335
44,440000,50.95641342430115
45,450000,50.822673612976075
46,460000,52.270257881736754
47,470000,52.54495794582367
48,480000,51.191709339141845
49,490000,50.37305478439331
50,500000,51.76098737316131
